sample_id,task_id,task_name,language,prompt_level,llm,repetition,loc,avg_cc,max_cc,mi,lint_errors,code_smells,total_issues
S0573,T08,Event bus,python,P1,gpt-4o,3,60,2.0,5,55.6,0,27,27
S0574,T08,Event bus,python,P1,gpt-4o,4,60,2.0,5,55.6,0,27,27
S0575,T08,Event bus,python,P1,gpt-4o,5,60,2.0,5,52.43,0,27,27
S0576,T08,Event bus,python,P1,claude-3.5-sonnet,1,60,2.0,5,52.43,0,27,27
S0577,T08,Event bus,python,P1,claude-3.5-sonnet,2,60,2.0,5,52.43,0,27,27
S0578,T08,Event bus,python,P1,claude-3.5-sonnet,3,60,2.0,5,52.43,0,27,27
S0579,T08,Event bus,python,P1,claude-3.5-sonnet,4,60,2.0,5,52.43,0,27,27
S0580,T08,Event bus,python,P1,claude-3.5-sonnet,5,60,2.0,5,52.43,0,27,27
S0581,T08,Event bus,python,P2,gpt-4o,1,116,1.0,1,50.0,1,0,1
S0582,T08,Event bus,python,P2,gpt-4o,2,116,1.0,1,50.0,1,0,1
S0583,T08,Event bus,python,P2,gpt-4o,3,116,1.0,1,50.0,1,0,1
S0584,T08,Event bus,python,P2,gpt-4o,4,116,1.0,1,50.0,1,0,1
S0585,T08,Event bus,python,P2,gpt-4o,5,116,1.0,1,50.0,1,0,1
S0586,T08,Event bus,python,P2,claude-3.5-sonnet,1,116,1.0,1,50.0,1,0,1
S0587,T08,Event bus,python,P2,claude-3.5-sonnet,2,116,1.0,1,50.0,1,0,1
S0588,T08,Event bus,python,P2,claude-3.5-sonnet,3,116,1.0,1,50.0,1,0,1
S0589,T08,Event bus,python,P2,claude-3.5-sonnet,4,116,1.0,1,50.0,1,0,1
S0590,T08,Event bus,python,P2,claude-3.5-sonnet,5,116,1.0,1,50.0,1,0,1
S0591,T08,Event bus,python,P3,gpt-4o,1,159,1.0,1,50.0,1,0,1
S0592,T08,Event bus,python,P3,gpt-4o,2,159,1.0,1,50.0,1,0,1
S0593,T08,Event bus,python,P3,gpt-4o,3,159,1.0,1,50.0,1,0,1
S0594,T08,Event bus,python,P3,gpt-4o,4,159,1.0,1,50.0,1,0,1
S0595,T08,Event bus,python,P3,gpt-4o,5,159,1.0,1,50.0,1,0,1
S0596,T08,Event bus,python,P3,claude-3.5-sonnet,1,159,1.0,1,50.0,1,0,1
S0597,T08,Event bus,python,P3,claude-3.5-sonnet,2,159,1.0,1,50.0,1,0,1
S0598,T08,Event bus,python,P3,claude-3.5-sonnet,3,159,1.0,1,50.0,1,0,1
S0599,T08,Event bus,python,P3,claude-3.5-sonnet,4,159,1.0,1,50.0,1,0,1
S0600,T08,Event bus,python,P3,claude-3.5-sonnet,5,159,1.0,1,50.0,1,0,1
S0641,T09,Data pipeline,python,P0,gpt-4o,1,36,2.67,6,63.54,1,11,12
S0642,T09,Data pipeline,python,P0,gpt-4o,2,36,2.67,6,59.67,1,11,12
S0643,T09,Data pipeline,python,P0,gpt-4o,3,36,2.67,6,63.54,1,11,12
S0644,T09,Data pipeline,python,P0,gpt-4o,4,36,2.67,6,63.54,1,11,12
S0645,T09,Data pipeline,python,P0,gpt-4o,5,36,2.67,6,59.67,1,11,12
S0646,T09,Data pipeline,python,P0,claude-3.5-sonnet,1,36,2.67,6,59.67,1,11,12
S0647,T09,Data pipeline,python,P0,claude-3.5-sonnet,2,36,2.67,6,59.67,1,11,12
S0648,T09,Data pipeline,python,P0,claude-3.5-sonnet,3,36,2.67,6,59.67,1,11,12
S0649,T09,Data pipeline,python,P0,claude-3.5-sonnet,4,36,2.67,6,59.67,1,11,12
S0650,T09,Data pipeline,python,P0,claude-3.5-sonnet,5,36,2.67,6,59.67,1,11,12
S0651,T09,Data pipeline,python,P1,gpt-4o,1,60,2.0,5,55.6,0,27,27
S0652,T09,Data pipeline,python,P1,gpt-4o,2,60,2.0,5,52.43,0,27,27
S0653,T09,Data pipeline,python,P1,gpt-4o,3,60,2.0,5,55.6,0,27,27
S0654,T09,Data pipeline,python,P1,gpt-4o,4,60,2.0,5,55.6,0,27,27
S0655,T09,Data pipeline,python,P1,gpt-4o,5,60,2.0,5,52.43,0,27,27
S0656,T09,Data pipeline,python,P1,claude-3.5-sonnet,1,60,2.0,5,52.43,0,27,27
S0657,T09,Data pipeline,python,P1,claude-3.5-sonnet,2,60,2.0,5,52.43,0,27,27
S0658,T09,Data pipeline,python,P1,claude-3.5-sonnet,3,60,2.0,5,52.43,0,27,27
S0659,T09,Data pipeline,python,P1,claude-3.5-sonnet,4,60,2.0,5,52.43,0,27,27
S0660,T09,Data pipeline,python,P1,claude-3.5-sonnet,5,60,2.0,5,52.43,0,27,27
S0661,T09,Data pipeline,python,P2,gpt-4o,1,116,1.0,1,50.0,1,0,1
S0662,T09,Data pipeline,python,P2,gpt-4o,2,116,1.0,1,50.0,1,0,1
S0663,T09,Data pipeline,python,P2,gpt-4o,3,116,1.0,1,50.0,1,0,1
S0664,T09,Data pipeline,python,P2,gpt-4o,4,116,1.0,1,50.0,1,0,1
S0665,T09,Data pipeline,python,P2,gpt-4o,5,116,1.0,1,50.0,1,0,1
S0666,T09,Data pipeline,python,P2,claude-3.5-sonnet,1,116,1.0,1,50.0,1,0,1
S0667,T09,Data pipeline,python,P2,claude-3.5-sonnet,2,116,1.0,1,50.0,1,0,1
S0668,T09,Data pipeline,python,P2,claude-3.5-sonnet,3,116,1.0,1,50.0,1,0,1
S0669,T09,Data pipeline,python,P2,claude-3.5-sonnet,4,116,1.0,1,50.0,1,0,1
S0670,T09,Data pipeline,python,P2,claude-3.5-sonnet,5,116,1.0,1,50.0,1,0,1
S0671,T09,Data pipeline,python,P3,gpt-4o,1,159,1.0,1,50.0,1,0,1
S0672,T09,Data pipeline,python,P3,gpt-4o,2,159,1.0,1,50.0,1,0,1
S0673,T09,Data pipeline,python,P3,gpt-4o,3,159,1.0,1,50.0,1,0,1
S0674,T09,Data pipeline,python,P3,gpt-4o,4,159,1.0,1,50.0,1,0,1
S0675,T09,Data pipeline,python,P3,gpt-4o,5,159,1.0,1,50.0,1,0,1
S0676,T09,Data pipeline,python,P3,claude-3.5-sonnet,1,159,1.0,1,50.0,1,0,1
S0677,T09,Data pipeline,python,P3,claude-3.5-sonnet,2,159,1.0,1,50.0,1,0,1
S0678,T09,Data pipeline,python,P3,claude-3.5-sonnet,3,159,1.0,1,50.0,1,0,1
S0679,T09,Data pipeline,python,P3,claude-3.5-sonnet,4,159,1.0,1,50.0,1,0,1
S0680,T09,Data pipeline,python,P3,claude-3.5-sonnet,5,159,1.0,1,50.0,1,0,1
S0721,T10,RBAC system,python,P0,gpt-4o,1,36,2.67,6,63.54,1,11,12
S0722,T10,RBAC system,python,P0,gpt-4o,2,36,2.67,6,59.67,1,11,12
S0723,T10,RBAC system,python,P0,gpt-4o,3,36,2.67,6,63.54,1,11,12
S0724,T10,RBAC system,python,P0,gpt-4o,4,36,2.67,6,63.54,1,11,12
S0725,T10,RBAC system,python,P0,gpt-4o,5,36,2.67,6,59.67,1,11,12
S0726,T10,RBAC system,python,P0,claude-3.5-sonnet,1,36,2.67,6,59.67,1,11,12
S0727,T10,RBAC system,python,P0,claude-3.5-sonnet,2,36,2.67,6,59.67,1,11,12
S0728,T10,RBAC system,python,P0,claude-3.5-sonnet,3,36,2.67,6,59.67,1,11,12
S0729,T10,RBAC system,python,P0,claude-3.5-sonnet,4,36,2.67,6,59.67,1,11,12
S0730,T10,RBAC system,python,P0,claude-3.5-sonnet,5,36,2.67,6,59.67,1,11,12
S0731,T10,RBAC system,python,P1,gpt-4o,1,60,2.0,5,55.6,0,27,27
S0732,T10,RBAC system,python,P1,gpt-4o,2,60,2.0,5,52.43,0,27,27
S0733,T10,RBAC system,python,P1,gpt-4o,3,60,2.0,5,55.6,0,27,27
S0734,T10,RBAC system,python,P1,gpt-4o,4,60,2.0,5,55.6,0,27,27
S0735,T10,RBAC system,python,P1,gpt-4o,5,60,2.0,5,52.43,0,27,27
S0736,T10,RBAC system,python,P1,claude-3.5-sonnet,1,60,2.0,5,52.43,0,27,27
S0737,T10,RBAC system,python,P1,claude-3.5-sonnet,2,60,2.0,5,52.43,0,27,27
S0738,T10,RBAC system,python,P1,claude-3.5-sonnet,3,60,2.0,5,52.43,0,27,27
S0739,T10,RBAC system,python,P1,claude-3.5-sonnet,4,60,2.0,5,52.43,0,27,27
S0740,T10,RBAC system,python,P1,claude-3.5-sonnet,5,60,2.0,5,52.43,0,27,27
S0741,T10,RBAC system,python,P2,gpt-4o,1,116,1.0,1,50.0,1,0,1
S0742,T10,RBAC system,python,P2,gpt-4o,2,116,1.0,1,50.0,1,0,1
S0743,T10,RBAC system,python,P2,gpt-4o,3,116,1.0,1,50.0,1,0,1
S0744,T10,RBAC system,python,P2,gpt-4o,4,116,1.0,1,50.0,1,0,1
S0745,T10,RBAC system,python,P2,gpt-4o,5,116,1.0,1,50.0,1,0,1
S0746,T10,RBAC system,python,P2,claude-3.5-sonnet,1,116,1.0,1,50.0,1,0,1
S0747,T10,RBAC system,python,P2,claude-3.5-sonnet,2,116,1.0,1,50.0,1,0,1
S0748,T10,RBAC system,python,P2,claude-3.5-sonnet,3,116,1.0,1,50.0,1,0,1
S0749,T10,RBAC system,python,P2,claude-3.5-sonnet,4,116,1.0,1,50.0,1,0,1
S0750,T10,RBAC system,python,P2,claude-3.5-sonnet,5,116,1.0,1,50.0,1,0,1
S0751,T10,RBAC system,python,P3,gpt-4o,1,159,1.0,1,50.0,1,0,1
S0752,T10,RBAC system,python,P3,gpt-4o,2,159,1.0,1,50.0,1,0,1
S0753,T10,RBAC system,python,P3,gpt-4o,3,159,1.0,1,50.0,1,0,1
S0754,T10,RBAC system,python,P3,gpt-4o,4,159,1.0,1,50.0,1,0,1
S0755,T10,RBAC system,python,P3,gpt-4o,5,159,1.0,1,50.0,1,0,1
S0756,T10,RBAC system,python,P3,claude-3.5-sonnet,1,159,1.0,1,50.0,1,0,1
S0757,T10,RBAC system,python,P3,claude-3.5-sonnet,2,159,1.0,1,50.0,1,0,1
S0758,T10,RBAC system,python,P3,claude-3.5-sonnet,3,159,1.0,1,50.0,1,0,1
S0759,T10,RBAC system,python,P3,claude-3.5-sonnet,4,159,1.0,1,50.0,1,0,1
S0760,T10,RBAC system,python,P3,claude-3.5-sonnet,5,159,1.0,1,50.0,1,0,1
